,Original Title Text,Title Sentence Vector,Original Description Text,Description Sentence Vector,Original Author Text,Author Sentence Vector
493,"Review: ‘Boop! The Musical’ opens in Chicago with a new Broadway star, far from a cartoon",-0.04122646281030029,"The relatively unknown Jasmine Amy Rogers turns in an astonishing performance at the heart of “Boop! the Musical” in its pre-Broadway debut, directed by Jerry Mitchell.",0.08751268902324227,Chris Jones,0.10361600299802376
494,"‘Hip Hop Nutcracker’ blends classical with hip hop, with MC Kurtis Blow helping build the energy",-0.09015549987088889,"""The movement allows you to hear the music in a new way, and the music allows you to see the movement in a new way.”",0.053703345474787056,Jerald Pierce,0.08892793010454625
495,"Germany's Kuehne examines offer for Signa's Hamburg skyscraper, Handelsblatt reports",0.05992721242364496,"German logistics entrepreneur Klaus-Michael Kuehne is examining a takeover of Signa Group's abandoned Elbtower high-rise project in his hometown of Hamburg, Handelsblatt reported.",-0.03145774931181222,Reuters,0.002180990530177951
496,Chicago State will join the Northeast Conference beginning in the 2024-25 academic year,-0.08792287739925086,Chicago State has a new conference home for its sports teams. The Cougars will join the Northeast Conference starting next fall as its eighth full member.,0.044921275752130896,Chicago Tribune staff,0.09885082571418025
497,Protesters in Brighton Park speak out against migrant camp as construction begins,-0.002936123957624659,Winterized tent structures began to take shape Wednesday at Chicago’s first government-run tent encampment for migrants despite continued protests from neighbors.,0.019849305506795645,Alysa Guffey,-0.016379922919441015
498,Walmart says it is not advertising on social platform X,-0.05197130661690608,"Walmart <a href=""https://www.reuters.com/markets/companies/WMT.N"" target=""_blank"">(WMT.N)</a> said on Friday it is not advertising on social media platform X, one of the latest brands to say it has dropped the Elon Musk-owned site.",0.12313129723770544,Siddharth Cavale,0.027022498194128275
499,The Enduring Allure of a Close Shave,-0.07030539916013367,"Men may be avoiding their razors for ‘Movember,’ but getting rid of facial and other body hair goes back millennia in many different cultures",0.04185225663240999,Amanda Foreman,0.02350120455957949
500,"Gabriel Gonzales gets a charge, or even two, as West Aurora snaps Oswego East win streak. ‘Taking it step by step.’",-0.14451544923940673,Gabriel Gonzales stepped up in a big way as West Aurora snapped Oswego East’s 34-game Southwest Prairie Conference winning streak.,0.1236575634102337,Rick Armstrong,0.10631745879072696
501,True or false: The resurgence of the Chicago Bears defense will help Matt Eberflus save his job,-0.07406333507969975,"The Chicago Bears took the good vibes from a 12-10 last-minute win over the Minnesota Vikings into their bye week, hoping the confidence and momentum from that triumph can fuel them down the stretch of the season.",0.08179274806752801,"Colleen Kane, Dan Wiederer",0.05014131210919004
502,"Chicago Bears Week 14 storylines: Kevin Warren’s influence, the downfield passing attack and a College Football Playoff firestorm",-0.10692335019120947,The Chicago Bears on Sunday get their second look at the Detroit Lions in three weeks. Can they erase the sting of the Nov. 19 loss and win consecutive games for the first time since late in the 2021 season?,0.11763737600995228,Dan Wiederer,0.06825155760088819
503,"Landmarks: Journey of Marquette, Jolliet gets a modern update with ‘Oregon Trail’ type game at Isle a la Cache",-0.00675007700920105,The 350th anniversary of the expedition of Marquette and Jolliet is being marked in Will County with a program involving an Oregon Trail-style game.,0.0140583946777042,Paul Eisenberg,0.015478141533094458
504,Honeywell to Buy Carrier Unit for $5 Billion,-0.04525799420662224,Business makes products including electronic locks for hotels and hospital chains,0.030561893479898572,Lauren Thomas,0.005947375379037112
505,Chicago cop relieved of powers after being charged with falsely reporting armed robbery,-0.059528281362872804,The 37-year-old officer was put on desk duty the same day she went before a judge for a felony charge.,0.009115654276683927,Caroline Kubzansky,0.017201148672029376
506,IHSA football: live updates and recaps from Class 1A-8A state championship games,-0.10821806779131293,Live updates and recaps from the IHSA’s Class 1A-8A football state championship games at Illinois State's Hancock Stadium in Normal.,0.12824125692714006,From Staff Reports,0.06007278554898221
507,"‘Everything has changed’: Chicago area Black Friday shoppers continue traditions, despite changes in how people shop",-0.07002323240158148,"An estimated 182 million people are expected to shop in stores and online this long weekend, from Thanksgiving through Cyber Monday.",0.023786257079336792,Lisa Schencker,0.07203563989605755
508,Musichorale ‘Noel’ concert to put coda on 75-year run of community choir founded by Lindblom alumni,0.002016816011746414,Originally known in 1947 as the Lindblom Alumni A Cappella Choir and then the Chicago Choral Club the group that eventually Musichorale in 1957 will perform its last holiday concert this weekend in Oak Lawn.,0.011160399189975578,Melinda Moore,0.03227270417846739
509,Matt Eberflus finally has a signature win after 30 games. Brad Biggs’ 10 thoughts on the Chicago Bears’ Week 14 victory.,-0.06818631256464869,"10 thoughts on the Chicago Bears' decisive 28-13 victory over the Detroit Lions, the NFC North front-runner, that improved them to 5-8 and opened the imagination for the future.",0.10406155543751083,Brad Biggs,0.08190268406178802
510,DJ Moore is having one of the best receiving seasons in Chicago Bears history. 12 key numbers for Sunday’s game against the Detroit Lions.,-0.05246966003323905,"DJ Moore last week became the 13th player and 12th receiver in Chicago Bears history to reach the 1,000-yard milestone for a season. Could Moore threaten Brandon Marshall's single-season franchise record?",0.11787061329960125,Dan Wiederer,0.054738365521188825
511,"Basketball and local scores for the Southland, Aurora, Elgin, Naperville and Lake County",-0.0746661915545701,"Results and highlights of high schools and local colleges from the Southland and Aurora, Elgin, Naperville and Lake County coverage areas.",0.09517053668969311,From Staff Reports,-0.0004997721407562494
512,Daywatch: 2023 Holiday Cookie Contest winners announced,-0.0068407123908400536,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",0.03176516096573323,Chicago Tribune staff,0.06104958173818886
513,Cartoonist Roz Chast explores the history of dreams in hew new book ‘I Must Be Dreaming’,-0.014730867289472371,"In ""I Must Be Dreaming,"" Roz Chast writes about the theory that dreams are sort of screen savers, inserted to keep fluids flowing while we sleep.",0.04095357283949852,Christopher Borrelli,0.04894992749905214
514,Youth football teams from Dixmoor and Robbins raise funds for Florida trips — and eye national championships,-0.003174748446326703,Youth football teams from Dixmoor and Robbins are scrambling to come up with thousands of dollars as they head to Florida to play for potential national championships.,0.040225454955361784,Mike Nolan,0.049679559451760724
515,"5 things to do around Chicago: Embrace the holidays with ‘Elf,’ the Vienna Boys Choir and an Immersive Nutcracker",0.003960106638260186,There is plenty to do this weekend as holiday events get into full swing.,0.030165345291607082,Chicago Tribune staff,0.04698871186701581
516,Faith leaders: Want to invest in Chicago? Take advantage of Small Business Saturday.,-0.02725482836831361,Here are just a few examples of how all of us in Chicago can invest in our neighborhoods.,0.02342019485513447,"Otis Moss III, Ciera Bates-Chamberlain, Michael Pfleger, Seth Limmer",0.04464236774947494
517,"Viking returns to Antarctica, adds 87-day expedition from the Arctic to Antarctica",-0.051893336698412895,"“As we welcome guests back for a third season in Antarctica, we are pleased to introduce even more opportunities for the curious traveler to experience this phenomenal region in Viking comfort,” said Torstein Hagen, Chairman of Viking.",0.05157643076381646,Noreen Kompanik,0.003034102905075997
518,Lamborghini introduces four-day week for production workers,-0.03167830198071897,"Lamborghini has reached a deal with unions to introduce a four-day week for its production workers, the labour associations and the company said on Tuesday, as more manufacturing groups re-consider the structure of the work week for their employees.",0.007888203952461481,Reuters,0.008546643133740872
519,Elizabeth Warren Has an ObamaCare Epiphany,-0.030379426520084962,The Senator complains about the industry consolidation and price increases caused by the healthcare law.,0.02863218786660582,The Editorial Board,-0.013154314714483917
520,A Look Back at How Awful Politics Was in 2023,-0.010081747866934165,The question is whether the troubles were the cause or the result of a divided electorate,0.012840968818636611,Gerald F. Seib,-0.005883616977371275
521,Stephen Colbert’s ‘The Late Show’ pulled until next week as host recovers from surgery,-0.030701751180458814,"First this fall, another round with COVID-19 shuttered Stephen Colbert’s “The Late Show.” Now the show is again sidelined as the host recovers from a burst appendix.",0.08120508346473798,Associated Press Staff,-0.005019919015467167
522,Cook County treasurer urges property owners to pay late taxes to avoid annual tax sale list,0.017063653795048594,"The annual tax sale will occur Jan. 9-12 for properties with unpaid 2021 property taxes due in 2022, Cook County Treasurer Maria Pappas said in a statement.",0.04173590378195513,Deanese Williams-Harris,-0.0064686412224546075
523,Editorial: Wind farms in Lake Michigan make no economic sense. Springfield ought to sink that idea.,-0.04297919711098075,State lawmakers intend to revisit legislation hiking electric bills to finance a Lake Michigan wind farm. The should take a pass.,0.047544031287543476,The Editorial Board,0.0013218376552686095
524,"He’s the boss. Braden Tischer reflects on Lincoln-Way East’s hog dinners. ‘A lot of laughs, a lot of good times.’",-0.05739122774684802,Braden Tischer took charge Saturday for the Griffins during a 26-15 loss to Loyola in the Class 8A state championship game at Hancock Stadium.,0.07997430156683549,Jeff Vorva,0.03079073976550717
